(31 December 2023, 21:36) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 13:41) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(01 January 2024, 13:45) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 13:45) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 13:45) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 13:45) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 13:45) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 13:45) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 13:45) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 13:45) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 13:46) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(01 January 2024, 13:46) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/forest.jpeg' 
(01 January 2024, 13:46) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 14:02) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:02) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:02) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:02) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:04) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:04) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:04) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:04) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:04) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:04) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:04) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:04) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:04) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(01 January 2024, 14:04) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/forest.jpeg' 
(01 January 2024, 14:04) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(01 January 2024, 14:04) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/forest.jpeg' 
(01 January 2024, 14:04) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 14:04) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/forest.jpeg' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/land escape.jpeg' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/messi.jpeg' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(01 January 2024, 14:05) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/land escape.jpeg' 
(01 January 2024, 14:05) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 14:05) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 14:08) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:08) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:08) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:08) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:08) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:08) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:08) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:08) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/forest.jpeg' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/forest.jpeg' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/land escape.jpeg' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/messi.jpeg' 
(01 January 2024, 14:09) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 14:09) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 14:09) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(01 January 2024, 14:09) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/forest.jpeg' 
(01 January 2024, 14:09) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(01 January 2024, 14:09) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(01 January 2024, 14:09) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:25) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(03 January 2024, 22:25) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(03 January 2024, 22:25) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(03 January 2024, 22:25) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(03 January 2024, 22:25) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(03 January 2024, 22:25) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(03 January 2024, 22:25) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(03 January 2024, 22:25) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(03 January 2024, 22:25) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(03 January 2024, 22:25) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/messi.jpeg' 
(03 January 2024, 22:25) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(03 January 2024, 22:25) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/messi.jpeg' 
(03 January 2024, 22:26) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(03 January 2024, 22:26) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/mixer.png' 
(03 January 2024, 22:26) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(03 January 2024, 22:26) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/parrot.jpeg' 
(03 January 2024, 22:26) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(03 January 2024, 22:26) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/parrot.jpeg' 
(03 January 2024, 22:27) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:27) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(03 January 2024, 22:27) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:27) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/parrot.jpeg' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/parrot.jpeg' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/messi.jpeg' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(03 January 2024, 22:27) | image_mixer.py | INFO : 'The user open G:/Qt creator/Fourier-Transform-Mixer/messi.jpeg' 
(03 January 2024, 22:27) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:27) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(03 January 2024, 22:27) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:27) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:27) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(03 January 2024, 22:27) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:27) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:27) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(03 January 2024, 22:27) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(03 January 2024, 22:28) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(07 January 2024, 10:44) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:44) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:44) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:44) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:44) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:44) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:44) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:44) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:44) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(07 January 2024, 10:44) | image_mixer.py | INFO : 'The user open D:/CUFE/SBE/3rd/1st term/DSP/task4/Fourier-Transform-Mixer/messi.jpeg' 
(07 January 2024, 10:44) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(07 January 2024, 10:44) | image_mixer.py | INFO : 'The user open D:/CUFE/SBE/3rd/1st term/DSP/task4/Fourier-Transform-Mixer/parrot.jpeg' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | INFO : 'Inner clipped image done' 
(07 January 2024, 10:45) | image_mixer.py | INFO : 'Inner clipped image done' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | INFO : 'Inner clipped image done' 
(07 January 2024, 10:45) | image_mixer.py | INFO : 'Inner clipped image done' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | INFO : 'Inner clipped image done' 
(07 January 2024, 10:45) | image_mixer.py | INFO : 'Inner clipped image done' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | INFO : 'Inner clipped image done' 
(07 January 2024, 10:45) | image_mixer.py | INFO : 'Inner clipped image done' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(07 January 2024, 10:45) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'The user open D:/CUFE/SBE/3rd/1st term/DSP/task4/Fourier-Transform-Mixer/mixer.png' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'The user open D:/CUFE/SBE/3rd/1st term/DSP/task4/Fourier-Transform-Mixer/messi.jpeg' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'The user open D:/CUFE/SBE/3rd/1st term/DSP/task4/Fourier-Transform-Mixer/forest.jpeg' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(07 January 2024, 10:46) | image_mixer.py | INFO : 'The user open D:/CUFE/SBE/3rd/1st term/DSP/task4/Fourier-Transform-Mixer/land escape.jpeg' 
(07 January 2024, 10:47) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:47) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:47) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:47) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:47) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:47) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:47) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:47) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:48) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:48) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:48) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:48) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:48) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:48) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:48) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:48) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 10:48) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(07 January 2024, 10:48) | image_mixer.py | INFO : 'The user open D:/CUFE/SBE/3rd/1st term/DSP/task4/Fourier-Transform-Mixer/land escape.jpeg' 
(07 January 2024, 10:48) | index.py | WARNING : 'User choose (Choose)' 
(07 January 2024, 10:49) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(07 January 2024, 10:49) | image_mixer.py | INFO : 'The user open D:/CUFE/SBE/3rd/1st term/DSP/task4/Fourier-Transform-Mixer/messi.jpeg' 
(07 January 2024, 10:49) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(07 January 2024, 10:49) | image_mixer.py | INFO : 'Inner clipped image done' 
(07 January 2024, 10:49) | image_mixer.py | INFO : 'Inner clipped image done' 
(07 January 2024, 10:49) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(07 January 2024, 10:56) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:56) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:56) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:56) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:56) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:56) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:56) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:56) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:56) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:56) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:56) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:56) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:58) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:58) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:58) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 10:58) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 11:03) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 11:03) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 11:03) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 11:03) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(07 January 2024, 11:03) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 11:03) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 11:03) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 11:03) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(07 January 2024, 11:03) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(07 January 2024, 11:03) | image_mixer.py | INFO : 'The user open D:/CUFE/SBE/3rd/1st term/DSP/task4/Fourier-Transform-Mixer/mixer.png' 
(07 January 2024, 11:03) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(07 January 2024, 11:03) | image_mixer.py | INFO : 'The user open D:/CUFE/SBE/3rd/1st term/DSP/task4/Fourier-Transform-Mixer/parrot.jpeg' 
(07 January 2024, 11:04) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(07 January 2024, 11:04) | image_mixer.py | INFO : 'The user open D:/CUFE/SBE/3rd/1st term/DSP/task4/Fourier-Transform-Mixer/land escape.jpeg' 
(07 January 2024, 11:05) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(07 January 2024, 11:05) | image_mixer.py | INFO : 'Inner clipped image done' 
